refe,h3_cell,loading_status,n_points,centroid_lat,centroid_lng,avg_heading,avg_speed,avg_vertical_speed,avg_height,avg_longitudinal_a,avg_lateral_a,avg_ratius_ot,avg_vehicle_w,avg_tkph_f,avg_tkph_r,avg_slope_percent,transparency
341139VBOX,8c66034b22b43ff,Empty,3,7.896173972801209,-75.54597717865093,210.0,11.77,-0.2,186.9,0.02,-0.02,,68.3,1395.0,1333.0,0.02,0.0149
341139VBOX,8c66034b22b43ff,Loaded,5,7.896173972801209,-75.54597717865093,57.26,15.73,-0.1,184.65,-0.01,-0.06,,974.3,1395.0,1333.0,0.02,0.033
341139VBOX,8c66034b22b45ff,Empty,3,7.89630478734212,-75.54625364520646,171.33,9.34,-0.61,184.5,0.01,0.01,,68.3,330.0,318.0,-0.02,0.0119
341139VBOX,8c66034b22b45ff,Loaded,6,7.89630478734212,-75.54625364520646,334.8,10.55,0.57,184.57,-0.01,-0.01,,974.3,330.0,318.0,0.01,0.0267
341139VBOX,8c66034b22b47ff,Empty,6,7.896164954295162,-75.54615140095419,175.66,9.63,-0.15,184.46,0.01,-0.01,,68.3,330.0,318.0,-0.02,0.0244
341139VBOX,8c66034b22b47ff,Loaded,4,7.896164954295162,-75.54615140095419,352.88,13.94,0.18,184.08,0.02,0.04,,974.3,596.25,571.75,0.0125,0.0234
341139VBOX,8c66034b22b49ff,Loaded,12,7.896462657016955,-75.54600744491287,138.68,0.0,-0.04,184.77,0.0,0.0,,974.3,1395.0,1333.0,0.02,0.001
341139VBOX,8c66034b22b4bff,Loaded,42,7.896322824206789,-75.54590520073326,194.28,0.2,-0.0,187.55,0.0,-0.0,,974.3,1395.0,1333.0,0.02,0.007
341139VBOX,8c66034b22b5dff,Loaded,6,7.896182991226043,-75.54580295651628,88.31,10.81,0.01,184.87,-0.03,-0.07,,974.3,1395.0,1333.0,0.02,0.0274
341139VBOX,8c66034b22b61ff,Empty,7,7.896146917039421,-75.54649984606652,330.86,15.24,-0.78,183.17,-0.01,0.03,,68.3,1157.86,1107.57,-0.0314,0.0448
341139VBOX,8c66034b22b61ff,Loaded,14,7.896146917039421,-75.54649984606652,151.11,12.58,0.4,182.92,-0.02,0.0,,974.3,964.5,930.64,0.0321,0.0742
341139VBOX,8c66034b22b63ff,Empty,8,7.896007083755661,-75.54639760174159,292.51,12.38,-0.52,181.96,0.02,-0.05,,68.3,1128.75,1079.25,-0.05,0.0417
341139VBOX,8c66034b22b63ff,Loaded,63,7.896007083755661,-75.54639760174159,111.65,2.15,0.14,186.35,-0.0,0.01,,974.3,917.44,887.38,0.0827,0.0612
341139VBOX,8c66034b22b65ff,Empty,8,7.896137898289736,-75.5466740688756,326.73,16.34,-0.85,183.22,0.0,0.02,,68.3,1054.25,1028.75,-0.0325,0.0548
341139VBOX,8c66034b22b65ff,Loaded,6,7.896137898289736,-75.5466740688756,149.0,10.04,0.62,185.12,-0.02,0.0,,974.3,999.17,968.17,0.0533,0.0255
341139VBOX,8c66034b22b67ff,Empty,5,7.895998064972875,-75.54657182453302,330.51,15.02,-1.33,182.64,0.02,-0.03,,68.3,1335.4,1292.6,-0.048,0.0315
341139VBOX,8c66034b22b67ff,Loaded,11,7.895998064972875,-75.54657182453302,147.39,10.11,0.71,184.58,-0.01,0.01,,974.3,1004.0,973.09,0.0545,0.047
341139VBOX,8c66034b22b6bff,Loaded,1,7.896155935707893,-75.54632562342606,331.5,12.7,-0.05,183.68,-0.02,-0.01,,974.3,330.0,318.0,0.01,0.0053
341139VBOX,8c66034b22b6dff,Empty,9,7.896286750152606,-75.5466020903541,317.86,14.9,-0.66,184.11,0.0,0.01,,68.3,1364.56,1309.44,-0.0289,0.0563
341139VBOX,8c66034b22b6dff,Loaded,13,7.896286750152606,-75.5466020903541,146.71,16.45,0.27,182.38,-0.02,-0.01,,974.3,1001.85,970.0,0.0323,0.0897
341139VBOX,8c66034b239a3ff,Loaded,26,7.896611507900833,-75.54593546703616,2.48,0.0,0.02,186.46,0.0,0.0,,974.3,1395.0,1333.0,0.02,0.0021
341139VBOX,8c66034b239a7ff,Loaded,3,7.896602489656536,-75.54610968905516,126.62,13.9,-0.2,185.04,-0.05,-0.12,,974.3,330.0,318.0,0.01,0.0175
341139VBOX,8c66034b239b5ff,Loaded,15,7.896471675294355,-75.54583322291155,81.54,1.68,0.06,185.37,0.01,-0.0,,974.3,1395.0,1333.0,0.02,0.0117
341139VBOX,8c66034b24803ff,Empty,23,7.901167352312554,-75.55885026346874,35.33,1.52,-0.01,95.81,0.01,-0.0,,68.3,1266.0,1206.0,0.04,0.0164
341139VBOX,8c66034b24811ff,Empty,3,7.901036545409718,-75.55857378836198,85.74,0.46,0.16,95.0,-0.04,0.01,,68.3,1266.0,1206.0,0.04,0.0008
341139VBOX,8c66034b24811ff,Loaded,5,7.901036545409718,-75.55857378836198,173.6,10.42,-0.04,99.21,0.03,0.02,,974.3,344.0,300.0,0.04,0.022
341139VBOX,8c66034b24813ff,Loaded,5,7.9008967170576145,-75.55847154463169,156.67,15.81,-0.43,98.59,0.04,0.01,,974.3,344.0,300.0,0.04,0.0332
341139VBOX,8c66034b24815ff,Empty,7,7.901027524098197,-75.55874801975837,3.75,7.54,0.18,95.82,-0.02,-0.03,,68.3,1266.0,1206.0,0.0086,0.0224
341139VBOX,8c66034b24817ff,Empty,6,7.900887695713094,-75.55864577601055,297.17,9.77,-0.23,95.88,0.01,-0.0,,68.3,1266.0,1206.0,-0.07,0.0248
341139VBOX,8c66034b24819ff,Empty,229,7.901185394788356,-75.55850180080932,33.59,0.59,-0.03,99.13,0.0,-0.0,,68.3,1266.0,1206.0,0.04,0.075
341139VBOX,8c66034b24819ff,Loaded,9,7.901185394788356,-75.55850180080932,218.48,4.47,0.21,99.33,0.02,0.01,,974.3,446.44,400.67,0.04,0.0174
341139VBOX,8c66034b2481dff,Empty,7,7.901176373591082,-75.55867603205483,65.32,9.36,0.15,96.08,0.0,-0.03,,68.3,1266.0,1206.0,0.04,0.0277
341139VBOX,8c66034b2483bff,Empty,4,7.900878674287315,-75.55882000755783,320.25,10.75,-0.32,95.37,-0.0,-0.04,,68.3,1266.0,1206.0,-0.07,0.0181
341139VBOX,8c66034b24857ff,Empty,1,7.901325222765957,-75.55860404444725,99.8,9.07,0.07,96.74,-0.01,-0.06,,68.3,1266.0,1206.0,0.04,0.0038
341139VBOX,8c66034b24861ff,Empty,228,7.901577814670278,-75.55933122601009,32.91,0.04,-0.01,67.95,-0.0,0.0,,68.3,855.18,814.74,0.0628,0.0227
341139VBOX,8c66034b24861ff,Loaded,5,7.901577814670278,-75.55933122601009,224.34,3.51,-0.01,67.56,0.06,-0.01,,974.3,863.6,823.0,0.044,0.0077
341139VBOX,8c66034b24865ff,Empty,241,7.901568793328222,-75.55950545781327,252.51,0.81,0.0,65.18,-0.0,-0.0,,68.3,1262.25,1215.71,0.0323,0.1002
341139VBOX,8c66034b24865ff,Loaded,270,7.901568793328222,-75.55950545781327,60.8,0.89,0.02,62.06,0.0,-0.0,,974.3,1240.8,1223.33,0.0549,0.1215
341139VBOX,8c66034b2486dff,Empty,9,7.9017176422345825,-75.55943346958823,57.92,1.13,0.01,66.17,-0.01,-0.0,,68.3,475.0,450.0,0.14,0.005
341139VBOX,8c66034b248a5ff,Empty,5,7.900152464375741,-75.55883148355913,43.64,12.66,-0.99,104.05,-0.01,0.0,,68.3,1266.0,1206.0,-0.02,0.0266
341139VBOX,8c66034b248a5ff,Loaded,5,7.900152464375741,-75.55883148355913,221.36,11.93,1.06,104.33,-0.0,-0.0,,974.3,344.0,300.0,0.01,0.0251
341139VBOX,8c66034b248a9ff,Empty,12,7.900310337268396,-75.55858526376778,30.69,2.35,-0.11,101.97,-0.01,0.0,,68.3,1266.0,1206.0,-0.0658,0.0127
341139VBOX,8c66034b248a9ff,Loaded,4,7.900310337268396,-75.55858526376778,237.98,12.52,1.17,101.89,-0.02,-0.01,,974.3,344.0,300.0,0.04,0.0211
341139VBOX,8c66034b248adff,Empty,5,7.900301315548106,-75.55875949558178,43.46,11.93,-1.03,103.08,-0.0,0.01,,68.3,1266.0,1206.0,-0.02,0.0251
341139VBOX,8c66034b248adff,Loaded,6,7.900301315548106,-75.55875949558178,228.72,11.58,0.85,102.74,0.0,0.02,,974.3,344.0,300.0,0.03,0.0293
341139VBOX,8c66034b248c5ff,Loaded,2,7.90075688853476,-75.55836930086396,166.1,20.05,-1.1,97.71,0.02,-0.06,,974.3,344.0,300.0,0.04,0.0168
341139VBOX,8c66034b248e3ff,Empty,7,7.90045918800851,-75.55851327603725,45.12,8.8,-0.75,100.32,0.0,0.01,,68.3,1266.0,1206.0,-0.07,0.0261
341139VBOX,8c66034b248e3ff,Loaded,4,7.90045918800851,-75.55851327603725,225.71,15.7,1.61,101.04,-0.02,-0.06,,974.3,344.0,300.0,0.04,0.0264
341139VBOX,8c66034b248e7ff,Empty,109,7.900450166402491,-75.55868750770034,29.99,0.24,0.02,101.45,0.0,-0.0,,68.3,1266.0,1206.0,-0.07,0.0199
341139VBOX,8c66034b248e9ff,Empty,11,7.900747867157235,-75.55854353222531,311.04,7.61,-0.45,97.14,0.0,0.02,,68.3,1266.0,1206.0,-0.07,0.0356
341139VBOX,8c66034b248ebff,Empty,7,7.900608038430632,-75.55844128840263,11.26,8.55,-0.61,98.89,-0.0,0.03,,68.3,1266.0,1206.0,-0.07,0.0254
341139VBOX,8c66034b248ebff,Loaded,4,7.900608038430632,-75.55844128840263,188.27,20.1,1.1,99.0,-0.02,-0.09,,974.3,344.0,300.0,0.04,0.0337
341139VBOX,8c66034b24901ff,Loaded,19,7.901244029362313,-75.56017213187617,267.07,8.6,0.14,72.97,0.01,-0.03,,974.3,530.0,486.74,0.0111,0.0692
341139VBOX,8c66034b24905ff,Loaded,5,7.901235007466752,-75.56034636465456,304.72,11.12,-0.54,72.94,-0.0,-0.04,,974.3,636.0,605.0,0.1,0.0234
341139VBOX,8c66034b24909ff,Empty,179,7.901392879247421,-75.56010014300665,36.64,1.14,-0.0,75.64,-0.0,-0.0,,68.3,377.33,361.41,0.0974,0.0989
341139VBOX,8c66034b24909ff,Loaded,47,7.901392879247421,-75.56010014300665,271.17,8.47,0.02,65.41,0.0,-0.03,,974.3,838.91,808.28,0.0545,0.1689
341139VBOX,8c66034b2490bff,Empty,38,7.901253051176628,-75.55999789926612,339.0,4.13,0.48,65.93,-0.01,-0.02,,68.3,463.47,442.32,0.1168,0.0681
341139VBOX,8c66034b2490bff,Loaded,28,7.901253051176628,-75.55999789926612,250.12,5.29,0.07,67.11,0.0,-0.02,,974.3,404.43,374.21,0.0879,0.0637
341139VBOX,8c66034b2490dff,Empty,21,7.901383857466092,-75.5602743756342,77.91,8.68,-0.02,62.35,-0.02,0.02,,68.3,544.0,506.71,0.0186,0.0773
341139VBOX,8c66034b2490dff,Loaded,27,7.901383857466092,-75.5602743756342,316.02,9.32,-0.26,66.72,-0.0,-0.0,,974.3,577.85,528.85,0.0089,0.1065
341139VBOX,8c66034b24941ff,Empty,161,7.901681556510777,-75.56013039788124,84.21,0.28,0.0,64.79,0.0,-0.0,,68.3,620.0,563.0,0.0296,0.032
341139VBOX,8c66034b24941ff,Loaded,3,7.901681556510777,-75.56013039788124,251.31,2.13,0.07,64.99,0.03,0.02,,974.3,543.33,475.0,0.05,0.0029
341139VBOX,8c66034b24943ff,Empty,21,7.901541728814518,-75.56002815423308,75.79,9.4,-0.04,63.01,0.0,0.02,,68.3,1010.33,966.86,-0.0257,0.0836
341139VBOX,8c66034b24943ff,Loaded,7,7.901541728814518,-75.56002815423308,71.27,11.85,-0.15,57.81,-0.01,0.04,,974.3,1246.0,1232.0,-0.03,0.035
341139VBOX,8c66034b24945ff,Empty,64,7.901672534876685,-75.5603046303754,76.89,0.96,-0.05,63.49,0.0,-0.0,,68.3,620.0,563.0,0.0425,0.0306
341139VBOX,8c66034b24945ff,Loaded,2,7.901672534876685,-75.5603046303754,245.65,5.94,0.24,65.33,0.04,0.0,,974.3,505.0,431.0,0.05,0.0051
341139VBOX,8c66034b24947ff,Empty,63,7.901532707147434,-75.56020238670975,132.57,5.81,-0.09,63.23,0.0,-0.01,,68.3,728.59,675.78,0.0002,0.1568
341139VBOX,8c66034b24947ff,Loaded,22,7.901532707147434,-75.56020238670975,265.74,10.87,-0.29,63.11,0.01,-0.0,,974.3,992.86,947.64,-0.0064,0.1009
341139VBOX,8c66034b24951ff,Empty,187,7.901410922566291,-75.55975167825669,201.63,1.28,0.02,62.82,0.0,0.0,,68.3,1264.87,1208.41,-0.0172,0.1148
341139VBOX,8c66034b24951ff,Loaded,51,7.901410922566291,-75.55975167825669,272.38,7.62,-0.18,62.53,-0.01,-0.02,,974.3,1187.29,1157.57,0.0206,0.1653
341139VBOX,8c66034b24955ff,Empty,380,7.9014019009474845,-75.55992591054749,325.27,0.19,0.09,70.56,-0.0,-0.0,,68.3,584.96,556.86,0.1333,0.0617
341139VBOX,8c66034b24955ff,Loaded,243,7.9014019009474845,-75.55992591054749,324.02,1.22,-0.04,65.54,0.0,0.0,,974.3,443.93,424.63,0.1315,0.1432
341139VBOX,8c66034b24959ff,Empty,45,7.9015597719049095,-75.55967968978484,97.38,8.51,-0.06,62.95,0.0,-0.03,,68.3,1026.4,981.8,0.0442,0.1623
341139VBOX,8c66034b24959ff,Loaded,9,7.9015597719049095,-75.55967968978484,217.16,8.29,-0.29,61.91,0.0,-0.03,,974.3,1246.0,1232.0,0.03,0.0317
341139VBOX,8c66034b2495bff,Empty,11,7.901419944103854,-75.55957744613424,256.45,4.57,0.1,60.37,-0.0,-0.02,,68.3,546.64,518.73,0.1255,0.0217
341139VBOX,8c66034b2495bff,Loaded,26,7.901419944103854,-75.55957744613424,253.84,7.78,-0.19,64.7,0.0,-0.01,,974.3,1144.42,1105.5,0.0042,0.0859
341139VBOX,8c66034b2495dff,Empty,54,7.901550750400346,-75.55985392192477,126.09,4.5,-0.04,62.84,-0.0,-0.01,,68.3,1183.54,1137.17,0.002,0.1052
341139VBOX,8c66034b2495dff,Loaded,7,7.901550750400346,-75.55985392192477,83.89,13.56,0.29,59.93,0.0,-0.06,,974.3,1250.86,1224.57,-0.0186,0.0399
341139VBOX,8c66034b24961ff,Empty,606,7.9015146635695,-75.56055085216818,127.76,0.42,-0.03,62.92,-0.0,-0.0,,68.3,781.89,744.28,-0.049,0.1552
341139VBOX,8c66034b24961ff,Loaded,40,7.9015146635695,-75.56055085216818,311.84,9.71,-0.06,64.73,0.0,0.0,,974.3,668.1,621.02,-0.0165,0.1643
341139VBOX,8c66034b24963ff,Empty,50,7.901374835603515,-75.56044860843008,175.2,2.42,-0.03,66.25,0.0,0.01,,68.3,741.72,698.96,0.057,0.0541
341139VBOX,8c66034b24963ff,Loaded,24,7.901374835603515,-75.56044860843008,318.57,8.38,-0.24,66.67,0.0,0.01,,974.3,451.25,423.54,0.0283,0.0853
341139VBOX,8c66034b24965ff,Empty,325,7.901505641658649,-75.56072508514991,96.11,0.46,-0.03,63.09,0.0,0.0,,68.3,527.57,480.13,-0.0016,0.089
341139VBOX,8c66034b24965ff,Loaded,11,7.901505641658649,-75.56072508514991,98.24,6.02,-0.31,60.64,0.04,0.0,,974.3,530.73,505.27,-0.0336,0.0284
341139VBOX,8c66034b24969ff,Empty,241,7.901663513161331,-75.56047886303791,102.02,1.27,-0.05,70.31,0.0,0.0,,68.3,602.44,571.59,-0.0676,0.1467
341139VBOX,8c66034b24969ff,Loaded,27,7.901663513161331,-75.56047886303791,308.51,9.86,0.16,65.71,0.01,0.0,,974.3,929.56,874.81,0.0263,0.1126
341139VBOX,8c66034b2496bff,Empty,247,7.901523685399099,-75.56037661935477,179.47,1.35,-0.02,66.49,-0.0,0.0,,68.3,801.04,754.17,0.0498,0.1582
341139VBOX,8c66034b2496bff,Loaded,47,7.901523685399099,-75.56037661935477,296.69,10.45,-0.03,64.82,0.01,-0.0,,974.3,960.21,908.23,0.0143,0.2073
341139VBOX,8c66034b2496dff,Empty,442,7.9016544913647175,-75.5606530958688,169.0,1.25,-0.05,65.42,-0.0,0.0,,68.3,1329.77,1268.26,-0.0164,0.2647
341139VBOX,8c66034b2496dff,Loaded,379,7.9016544913647175,-75.5606530958688,183.11,2.0,0.0,60.87,0.0,0.0,,974.3,1182.74,1160.17,-0.0398,0.3448
341139VBOX,8c66034b24991ff,Empty,4,7.899994590855371,-75.55907770391653,42.62,11.4,-0.04,105.02,-0.04,0.02,,68.3,1266.0,1206.0,-0.02,0.0192
341139VBOX,8c66034b24991ff,Loaded,4,7.899994590855371,-75.55907770391653,235.93,16.43,0.33,105.45,0.02,-0.02,,974.3,344.0,300.0,0.01,0.0276
341139VBOX,8c66034b24997ff,Empty,5,7.899845738932769,-75.55914969223662,62.7,16.17,0.15,104.77,-0.01,0.04,,68.3,1266.0,1206.0,-0.02,0.0339
341139VBOX,8c66034b24997ff,Loaded,4,7.899845738932769,-75.55914969223662,247.02,14.74,-0.17,105.3,-0.02,-0.02,,974.3,344.0,300.0,0.01,0.0248
341139VBOX,8c66034b2499bff,Empty,6,7.9000036128853806,-75.55890347163242,40.38,9.87,-0.17,105.0,0.02,-0.0,,68.3,1266.0,1206.0,-0.02,0.025
341139VBOX,8c66034b2499bff,Loaded,4,7.9000036128853806,-75.55890347163242,224.8,12.82,0.3,105.22,0.02,-0.01,,974.3,344.0,300.0,0.01,0.0216
341139VBOX,8c66034b249a1ff,Empty,6,7.900098331662439,-75.55987687888435,297.78,25.61,-1.72,97.93,0.02,0.04,,68.3,762.67,694.33,-0.05,0.0642
341139VBOX,8c66034b249a1ff,Loaded,17,7.900098331662439,-75.55987687888435,122.23,14.8,1.36,101.48,-0.02,-0.01,,974.3,1384.18,1332.53,0.0488,0.1056
341139VBOX,8c66034b249a3ff,Loaded,6,7.8999585019228515,-75.55977463473685,134.17,14.83,0.99,100.83,-0.0,-0.03,,974.3,1359.67,1320.17,0.0333,0.0374
341139VBOX,8c66034b249a9ff,Empty,6,7.900247183520275,-75.55980489000176,298.67,32.48,-2.07,103.27,0.03,0.02,,68.3,1205.83,1147.5,-0.0433,0.0813
341139VBOX,8c66034b249a9ff,Loaded,2,7.900247183520275,-75.55980489000176,300.2,24.44,-1.56,101.46,0.02,0.06,,974.3,344.0,300.0,-0.07,0.0204
341139VBOX,8c66034b249abff,Empty,20,7.900107353984434,-75.55970264590921,305.8,27.53,-1.46,102.24,0.03,0.08,,68.3,929.85,869.1,-0.0475,0.2298
341139VBOX,8c66034b249abff,Loaded,12,7.900107353984434,-75.55970264590921,128.68,15.53,0.42,104.16,0.0,-0.0,,974.3,1147.0,1088.92,0.0158,0.0782
341139VBOX,8c66034b249adff,Empty,19,7.90023816123127,-75.55997912299442,295.71,31.54,-2.38,99.93,0.03,0.01,,68.3,910.47,849.0,-0.0589,0.2499
341139VBOX,8c66034b249adff,Loaded,19,7.90023816123127,-75.55997912299442,116.99,17.82,0.54,100.59,0.0,-0.0,,974.3,1220.26,1168.11,0.0395,0.1419
341139VBOX,8c66034b249b1ff,Empty,22,7.8998276944005115,-75.55949815761177,345.49,25.67,0.16,103.24,-0.04,0.08,,68.3,982.82,921.55,-0.02,0.2359
341139VBOX,8c66034b249b1ff,Loaded,3,7.8998276944005115,-75.55949815761177,294.94,16.39,-0.39,103.95,0.07,-0.07,,974.3,344.0,300.0,-0.0167,0.0206
341139VBOX,8c66034b249b3ff,Empty,9,7.899687864352438,-75.55939591340689,28.55,24.5,0.4,104.52,-0.04,-0.05,,68.3,1114.0,1056.33,-0.0011,0.0921
341139VBOX,8c66034b249b5ff,Loaded,10,7.899818672012526,-75.55967239055191,160.03,17.77,0.09,103.26,0.03,-0.04,,974.3,1370.9,1322.5,0.039,0.0745
341139VBOX,8c66034b249b7ff,Empty,7,7.899678841931443,-75.55957014632952,356.63,29.66,0.06,100.92,-0.15,0.02,,68.3,834.14,767.43,-0.0214,0.0866
341139VBOX,8c66034b249b7ff,Loaded,15,7.899678841931443,-75.55957014632952,170.72,20.14,0.04,104.17,0.02,-0.01,,974.3,1392.67,1339.2,0.0213,0.1265
341139VBOX,8c66034b249bbff,Empty,3,7.899836716707267,-75.55932392484,75.44,17.14,0.37,104.55,-0.01,-0.07,,68.3,1266.0,1206.0,-0.0067,0.0216
341139VBOX,8c66034b249bbff,Loaded,10,7.899836716707267,-75.55932392484,264.31,6.31,-0.18,104.56,-0.0,-0.01,,974.3,344.0,300.0,0.01,0.027
341139VBOX,8c66034b249bdff,Empty,24,7.899967524277853,-75.5596004017792,322.96,24.8,-0.48,102.9,0.01,0.1,,68.3,936.67,874.12,-0.0283,0.2486
341139VBOX,8c66034b249bdff,Loaded,17,7.899967524277853,-75.5596004017792,149.44,16.04,0.34,104.58,0.02,-0.03,,974.3,1208.47,1154.65,0.0229,0.1144
341139VBOX,8c66034b25865ff,Empty,15,7.904631418703958,-75.55921333039103,336.32,4.94,0.1,92.09,-0.01,-0.0,,68.3,620.0,563.0,-0.06,0.0319
341139VBOX,8c66034b2586dff,Empty,2,7.904780261731695,-75.55914134312437,15.25,3.4,-0.2,91.87,-0.03,0.0,,68.3,620.0,563.0,-0.06,0.003
341139VBOX,8c66034b25941ff,Empty,3,7.904744183329329,-75.55983826345884,135.6,21.79,0.22,90.65,-0.06,0.01,,68.3,620.0,563.0,0.02,0.0273
341139VBOX,8c66034b25943ff,Empty,131,7.904604359681343,-75.55973602084194,83.5,0.37,-0.01,91.91,-0.0,0.0,,68.3,620.0,563.0,0.02,0.0307
341139VBOX,8c66034b25949ff,Empty,4,7.904893026496035,-75.55976627568464,298.85,17.7,-0.21,86.16,0.02,0.02,,68.3,620.0,563.0,-0.01,0.0297
341139VBOX,8c66034b2594bff,Empty,7,7.904753203051844,-75.55966403312267,340.43,12.14,-0.37,89.13,0.02,-0.03,,68.3,620.0,563.0,0.0029,0.0358
341139VBOX,8c66034b2594dff,Empty,6,7.904884006806491,-75.55994050603832,214.74,23.36,-0.01,88.09,0.0,0.02,,68.3,620.0,563.0,0.005,0.0586
341139VBOX,8c66034b2595dff,Empty,4,7.90461337943683,-75.55956179052326,54.99,5.31,0.05,92.9,0.01,0.03,,68.3,620.0,563.0,0.02,0.0091
341139VBOX,8c66034b25b33ff,Empty,19,7.904771242253026,-75.55931557295543,45.39,10.39,-0.07,89.88,0.01,-0.04,,68.3,620.0,563.0,-0.06,0.0834
341139VBOX,8c66034b25b37ff,Empty,10,7.904762222693072,-75.55948980295487,36.24,12.95,-0.29,90.16,0.02,-0.04,,68.3,620.0,563.0,-0.037,0.0545
341139VBOX,8c66034b25b3bff,Empty,268,7.904920085076978,-75.55924358563382,205.05,0.04,0.0,88.15,0.0,0.0,,68.3,620.0,563.0,-0.06,0.0264
341139VBOX,8c66034b26013ff,Empty,1,7.89521323072724,-75.55051846960032,73.8,31.56,0.48,138.31,0.04,0.0,,68.3,0.0,0.0,0.02,0.0132
341139VBOX,8c66034b26033ff,Empty,7,7.895046332307461,-75.55093890639421,280.89,28.29,-0.32,137.87,-0.01,-0.04,,68.3,465.71,445.43,-0.0143,0.0826
341139VBOX,8c66034b26033ff,Loaded,15,7.895046332307461,-75.55093890639421,89.56,25.65,0.26,138.65,-0.03,0.01,,974.3,1123.2,1060.07,0.0127,0.1607
341139VBOX,8c66034b26037ff,Empty,2,7.895037311004209,-75.55111313398591,260.15,35.12,-1.23,139.35,0.01,-0.0,,68.3,1630.0,1559.0,-0.025,0.0293
341139VBOX,8c66034b26037ff,Loaded,8,7.895037311004209,-75.55111313398591,82.25,24.83,0.77,138.08,0.0,-0.01,,974.3,1367.0,1316.62,0.0175,0.083
341139VBOX,8c66034b260a3ff,Empty,4,7.894338132797135,-75.55060190822297,137.97,15.78,1.22,141.2,-0.01,-0.03,,68.3,0.0,0.0,0.05,0.0265
341139VBOX,8c66034b260a3ff,Loaded,2,7.894338132797135,-75.55060190822297,132.35,14.36,1.25,143.77,0.0,-0.04,,974.3,620.0,563.0,0.06,0.0121
341139VBOX,8c66034b260a5ff,Empty,13,7.894468947262965,-75.55087838114017,347.69,20.76,-0.91,138.11,-0.02,0.01,,68.3,312.0,268.38,-0.0254,0.1129
341139VBOX,8c66034b260a5ff,Loaded,4,7.894468947262965,-75.55087838114017,132.63,17.85,1.15,140.78,-0.02,0.04,,974.3,602.25,534.75,0.05,0.0299
341139VBOX,8c66034b260a7ff,Empty,10,7.894329111247261,-75.55077613589522,354.17,21.57,-0.43,139.87,0.01,-0.02,,68.3,240.9,213.9,-0.014,0.0902
341139VBOX,8c66034b260a7ff,Loaded,9,7.894329111247261,-75.55077613589522,123.53,14.83,1.26,142.18,-0.01,0.0,,974.3,588.44,512.78,0.06,0.056
341139VBOX,8c66034b260b5ff,Empty,3,7.894198296643936,-75.55049966295823,151.6,15.57,0.6,142.07,-0.01,-0.03,,68.3,0.0,0.0,0.05,0.0196
341139VBOX,8c66034b260b5ff,Loaded,3,7.894198296643936,-75.55049966295823,143.27,14.25,0.56,144.66,0.0,-0.03,,974.3,620.0,563.0,0.06,0.018
341139VBOX,8c66034b260b7ff,Loaded,2,7.894058460320143,-75.55039741765611,159.1,13.2,0.72,145.35,-0.02,-0.04,,974.3,620.0,563.0,0.06,0.0111
341139VBOX,8c66034b260c1ff,Loaded,1,7.895082416708414,-75.5502419977127,70.5,28.69,-0.19,134.35,0.02,0.0,,974.3,1395.0,1333.0,0.0,0.012
341139VBOX,8c66034b260c5ff,Empty,1,7.895073395729972,-75.55041622463028,251.1,31.07,-0.15,141.35,0.01,0.0,,68.3,1630.0,1559.0,-0.02,0.013
341139VBOX,8c66034b260c5ff,Loaded,7,7.895073395729972,-75.55041622463028,72.1,26.8,0.38,138.86,0.02,0.01,,974.3,1403.14,1346.86,0.01,0.0783
341139VBOX,8c66034b260c9ff,Empty,6,7.895231272536728,-75.5501700158985,245.86,33.38,-0.08,140.32,0.02,0.01,,68.3,976.0,936.67,0.01,0.0835
341139VBOX,8c66034b260c9ff,Loaded,10,7.895231272536728,-75.5501700158985,70.97,29.87,0.2,138.65,0.01,-0.01,,974.3,1357.7,1309.8,-0.001,0.1246
341139VBOX,8c66034b260cdff,Empty,6,7.895222251672588,-75.55034424266513,246.36,32.95,-0.01,140.28,0.02,-0.01,,68.3,976.0,936.67,0.002,0.0824
341139VBOX,8c66034b260cdff,Loaded,7,7.895222251672588,-75.55034424266513,70.29,28.48,0.02,138.94,0.02,0.01,,974.3,1381.86,1332.43,0.0086,0.0832
341139VBOX,8c66034b260e9ff,Empty,5,7.895064374670338,-75.5505904517164,250.5,30.85,-0.15,139.76,0.03,-0.01,,68.3,978.0,935.4,-0.004,0.0643
341139VBOX,8c66034b260e9ff,Loaded,12,7.895064374670338,-75.5505904517164,73.87,26.53,0.31,138.56,0.0,0.01,,974.3,1325.42,1267.33,0.0108,0.1329
341139VBOX,8c66034b260edff,Empty,6,7.895055353529502,-75.55076467897103,347.65,29.75,-0.05,138.49,0.0,-0.02,,68.3,543.33,519.67,-0.0033,0.0745
341139VBOX,8c66034b260edff,Loaded,14,7.895055353529502,-75.55076467897103,77.52,26.17,0.44,138.12,-0.0,0.01,,974.3,1264.29,1206.43,0.01,0.153
341139VBOX,8c66034b26199ff,Loaded,3,7.894459925664967,-75.55105260899853,144.23,18.71,0.92,139.76,-0.01,0.02,,974.3,572.67,487.67,0.0133,0.0235
341139VBOX,8c66034b2619bff,Empty,1,7.894320089616186,-75.55095036373598,335.6,24.02,-1.91,138.56,0.01,-0.03,,68.3,549.0,450.0,-0.05,0.01
341139VBOX,8c66034b2619bff,Loaded,3,7.894320089616186,-75.55095036373598,134.4,14.63,1.13,140.85,-0.03,0.03,,974.3,549.0,450.0,0.02,0.0184
