refe,h3_cell,loading_status,n_points,centroid_lat,centroid_lng,avg_heading,avg_speed,avg_vertical_speed,avg_height,avg_longitudinal_a,avg_lateral_a,avg_ratius_ot,avg_vehicle_w,avg_tkph_f,avg_tkph_r,avg_slope_percent,transparency
341139VBOX,8c66034b2d757ff,Empty,4,7.91193313233899,-75.54990655450158,226.46,15.74,-0.27,98.35,0.0,0.09,,68.3,424.0,392.0,-0.02,0.0264
341139VBOX,8c66034b2d75bff,Empty,3,7.912090967791551,-75.54966036003098,271.07,14.28,-0.42,99.73,0.03,0.0,,68.3,424.0,392.0,0.02,0.018
341139VBOX,8c66034b2d827ff,Empty,4,7.911347068730622,-75.55562555247904,118.4,33.88,-2.61,61.64,-0.01,0.02,,68.3,396.5,345.0,-0.07,0.0565
341139VBOX,8c66034b2d827ff,Loaded,5,7.911347068730622,-75.55562555247904,302.52,16.75,1.08,66.01,-0.01,0.0,,974.3,564.4,522.4,0.076,0.0351
341139VBOX,8c66034b2d835ff,Empty,1,7.911216268487104,-75.55534908971528,119.1,30.53,-2.21,59.86,-0.03,-0.03,,68.3,288.0,259.0,-0.07,0.0127
341139VBOX,8c66034b2d837ff,Empty,10,7.911076453866113,-75.55524684960137,123.15,34.51,-1.48,59.42,-0.01,-0.01,,68.3,466.2,406.6,-0.043,0.1439
341139VBOX,8c66034b2d837ff,Loaded,10,7.911076453866113,-75.55524684960137,298.23,23.19,1.82,58.69,-0.04,-0.01,,974.3,829.9,789.2,0.064,0.0969
341139VBOX,8c66034b2d881ff,Empty,27,7.910684051604474,-75.55441746224732,88.89,26.67,-0.35,54.6,-0.04,0.06,,68.3,705.19,635.19,-0.0115,0.3007
341139VBOX,8c66034b2d881ff,Loaded,3,7.910684051604474,-75.55441746224732,267.0,29.62,-0.16,52.2,0.01,-0.1,,974.3,1107.0,1059.67,0.02,0.0371
341139VBOX,8c66034b2d885ff,Empty,15,7.91067503747701,-75.5545916843415,98.4,29.13,-0.6,55.07,-0.06,0.07,,68.3,736.73,663.93,-0.016,0.1823
341139VBOX,8c66034b2d889ff,Empty,2,7.910832880652249,-75.5543454804775,346.65,32.28,-0.26,55.17,-0.01,-0.06,,68.3,187.0,167.0,-0.005,0.0269
341139VBOX,8c66034b2d889ff,Loaded,9,7.910832880652249,-75.5543454804775,256.46,30.25,-0.06,53.83,0.01,-0.15,,974.3,792.67,757.11,0.01,0.1136
341139VBOX,8c66034b2d88bff,Empty,22,7.910693065650619,-75.55424324032158,72.02,24.16,-0.07,53.79,-0.03,0.11,,68.3,815.59,737.77,-0.0095,0.2221
341139VBOX,8c66034b2d88dff,Empty,2,7.91082386663908,-75.55451970242078,276.3,36.64,0.14,54.46,0.03,-0.06,,68.3,210.0,182.0,0.05,0.0305
341139VBOX,8c66034b2d88dff,Loaded,7,7.91082386663908,-75.55451970242078,274.23,30.74,0.08,53.92,0.01,-0.07,,974.3,865.71,827.57,0.0286,0.0897
341139VBOX,8c66034b2d8a9ff,Empty,1,7.910666023268218,-75.55476590660412,109.3,28.42,-0.71,58.74,-0.03,0.04,,68.3,1165.0,1078.0,-0.03,0.0119
341139VBOX,8c66034b2d8d1ff,Empty,10,7.910850908434605,-75.55399703709628,30.36,22.86,-0.16,53.92,0.02,0.11,,68.3,725.9,646.3,-0.004,0.0955
341139VBOX,8c66034b2d8d5ff,Empty,30,7.910841894584087,-75.55417125870267,47.82,24.33,-0.16,54.03,-0.01,0.09,,68.3,606.07,546.77,-0.0057,0.3049
341139VBOX,8c66034b2d8d5ff,Loaded,9,7.910841894584087,-75.55417125870267,233.96,28.64,0.05,53.13,0.01,-0.14,,974.3,1024.11,980.0,0.0067,0.1076
341139VBOX,8c66034b2d8d9ff,Empty,3,7.9109997369356595,-75.55392505572418,13.63,22.47,-0.23,54.65,0.05,0.04,,68.3,652.67,589.33,-0.0033,0.0282
341139VBOX,8c66034b2d8d9ff,Loaded,1,7.9109997369356595,-75.55392505572418,198.5,28.17,0.29,58.66,-0.03,-0.12,,974.3,1165.0,1078.0,0.01,0.0118
341139VBOX,8c66034b2d8ddff,Empty,19,7.910990723199449,-75.55409927717966,19.63,27.25,-0.03,53.78,0.04,0.08,,68.3,631.68,570.63,-0.0026,0.2162
341139VBOX,8c66034b2d8ddff,Loaded,9,7.910990723199449,-75.55409927717966,210.8,29.36,0.0,53.05,-0.01,-0.14,,974.3,875.56,836.78,0.0078,0.1103
341139VBOX,8c66034b2d8e3ff,Empty,10,7.910814852544584,-75.55469392453251,105.82,33.4,-0.63,55.96,-0.02,0.06,,68.3,449.2,392.9,-0.014,0.1393
341139VBOX,8c66034b2d8e3ff,Loaded,10,7.910814852544584,-75.55469392453251,281.77,31.17,0.51,53.89,0.0,-0.06,,974.3,904.5,860.9,0.04,0.13
341139VBOX,8c66034b2d8e5ff,Empty,6,7.910945653298473,-75.55497038698388,119.25,32.07,-2.07,56.82,-0.02,0.05,,68.3,464.83,394.17,-0.0533,0.0802
341139VBOX,8c66034b2d8e5ff,Loaded,9,7.910945653298473,-75.55497038698388,294.52,29.07,1.53,55.66,-0.03,-0.02,,974.3,792.67,757.11,0.0433,0.1092
341139VBOX,8c66034b2d8e7ff,Empty,13,7.910805838368758,-75.5548681468127,112.41,31.6,-1.56,57.03,-0.0,0.04,,68.3,648.38,567.54,-0.0338,0.1713
341139VBOX,8c66034b2d8e7ff,Loaded,7,7.910805838368758,-75.5548681468127,290.06,30.43,0.73,53.75,-0.02,-0.05,,974.3,972.29,930.0,0.0414,0.0889
341139VBOX,8c66034b2d901ff,Empty,3,7.911599654274155,-75.55635270173251,118.2,37.95,-0.42,65.29,-0.0,-0.04,,68.3,1066.67,978.33,-0.03,0.0474
341139VBOX,8c66034b2d909ff,Empty,5,7.911748482695297,-75.55628071852179,108.29,34.42,0.17,67.89,-0.0,0.0,,68.3,300.2,262.6,-0.012,0.0717
341139VBOX,8c66034b2d909ff,Loaded,16,7.911748482695297,-75.55628071852179,299.4,14.41,0.31,68.03,0.02,0.02,,974.3,803.62,765.25,0.0231,0.0969
341139VBOX,8c66034b2d90bff,Empty,12,7.911608668658851,-75.55617847850489,119.79,35.77,-1.11,67.49,-0.01,-0.02,,68.3,560.42,503.0,-0.0355,0.1789
341139VBOX,8c66034b2d90bff,Loaded,21,7.911608668658851,-75.55617847850489,306.72,13.12,0.82,66.5,0.0,0.01,,974.3,889.1,851.76,0.0352,0.1159
341139VBOX,8c66034b2d90dff,Empty,9,7.9117394683435505,-75.55645494176694,115.7,36.1,-0.03,68.7,-0.0,-0.01,,68.3,535.89,479.78,-0.0189,0.1354
341139VBOX,8c66034b2d90dff,Loaded,15,7.9117394683435505,-75.55645494176694,287.41,18.05,0.03,67.47,0.03,0.02,,974.3,918.4,878.13,0.0227,0.1135
341139VBOX,8c66034b2d911ff,Empty,1,7.911329040073378,-75.55597399835885,120.9,30.09,-2.31,67.61,0.02,0.01,,68.3,1165.0,1078.0,-0.05,0.0126
341139VBOX,8c66034b2d919ff,Empty,5,7.911477868787874,-75.55590201540892,121.47,32.83,-1.34,65.22,-0.01,0.01,,68.3,534.6,476.2,-0.034,0.0684
341139VBOX,8c66034b2d919ff,Loaded,19,7.911477868787874,-75.55590201540892,307.36,12.96,0.93,64.94,-0.01,-0.01,,974.3,812.26,774.0,0.0711,0.1036
341139VBOX,8c66034b2d91bff,Empty,9,7.911338054442668,-75.55579977533475,118.01,34.17,-0.79,64.08,0.0,0.01,,68.3,505.11,453.56,-0.0144,0.1282
341139VBOX,8c66034b2d91bff,Loaded,20,7.911338054442668,-75.55579977533475,303.91,14.43,0.96,62.33,-0.01,-0.0,,974.3,908.55,868.6,0.0775,0.1212
341139VBOX,8c66034b2d91dff,Empty,8,7.911468854451552,-75.55607623845057,121.31,34.87,-1.17,66.75,-0.0,-0.01,,68.3,539.75,485.88,-0.0312,0.1163
341139VBOX,8c66034b2d91dff,Loaded,11,7.911468854451552,-75.55607623845057,308.52,12.56,0.89,62.75,0.0,-0.0,,974.3,1078.55,1039.0,0.0509,0.0582
341139VBOX,8c66034b2d957ff,Loaded,5,7.911617682962226,-75.55600425544569,307.9,12.97,0.86,70.05,0.0,0.0,,974.3,564.4,522.4,0.044,0.0273
341139VBOX,8c66034b2d961ff,Empty,9,7.911870267841962,-75.55673140519507,104.61,38.98,-0.01,68.61,0.0,-0.04,,68.3,419.56,373.56,0.0011,0.1461
341139VBOX,8c66034b2d961ff,Loaded,8,7.911870267841962,-75.55673140519507,274.9,24.64,-0.26,68.67,0.03,0.02,,974.3,903.12,858.88,0.02,0.0824
341139VBOX,8c66034b2d963ff,Empty,7,7.911730453910474,-75.55662916518051,110.59,37.56,-0.07,69.16,0.0,-0.04,,68.3,615.29,552.0,0.0,0.1095
341139VBOX,8c66034b2d963ff,Loaded,7,7.911730453910474,-75.55662916518051,279.26,21.66,-0.17,64.7,0.03,0.03,,974.3,1090.43,1054.43,0.0243,0.0634
341139VBOX,8c66034b2d965ff,Empty,11,7.91186125336049,-75.5569056287946,99.75,38.93,-0.0,68.86,0.01,-0.02,,68.3,493.45,441.64,-0.0018,0.1784
341139VBOX,8c66034b2d965ff,Loaded,10,7.91186125336049,-75.5569056287946,274.12,27.1,-0.05,67.6,0.03,0.0,,974.3,838.0,804.6,0.005,0.1131
341139VBOX,8c66034b2d967ff,Empty,2,7.911721439396057,-75.5568033887625,185.05,37.28,-0.24,69.28,0.0,-0.02,,68.3,687.5,630.0,0.01,0.0311
341139VBOX,8c66034b2d967ff,Loaded,2,7.911721439396057,-75.5568033887625,274.55,25.44,-0.39,63.12,0.04,0.0,,974.3,910.0,869.0,0.01,0.0213
341139VBOX,8c66034b2d96bff,Loaded,4,7.911879282242083,-75.55655718176396,280.5,21.5,-0.15,71.86,0.04,0.02,,974.3,414.25,383.5,0.02,0.036
341139VBOX,8c66034b2d9c9ff,Empty,8,7.9112072542475165,-75.555523312385,118.8,32.75,-0.93,61.65,-0.03,-0.01,,68.3,542.0,487.5,-0.0338,0.1092
341139VBOX,8c66034b2d9c9ff,Loaded,16,7.9112072542475165,-75.555523312385,301.04,16.6,0.99,60.96,-0.02,-0.01,,974.3,866.19,823.12,0.0769,0.1114
341139VBOX,8c66034b2d9cbff,Empty,8,7.91106743959357,-75.55542107225354,121.52,34.17,-1.83,61.88,-0.02,0.0,,68.3,737.5,656.25,-0.0525,0.114
341139VBOX,8c66034b2d9cbff,Loaded,12,7.91106743959357,-75.55542107225354,299.07,19.31,1.45,58.43,-0.03,-0.01,,974.3,961.42,922.75,0.0725,0.097
341139VBOX,8c66034b2d9cdff,Empty,3,7.911198239926601,-75.55569753522315,117.91,33.47,-0.81,64.49,-0.01,-0.01,,68.3,846.67,779.33,-0.0233,0.0419
341139VBOX,8c66034b2d9cdff,Loaded,9,7.911198239926601,-75.55569753522315,303.5,15.19,0.78,57.81,0.0,-0.0,,974.3,1087.67,1053.56,0.0789,0.0574
341139VBOX,8c66034b2d9d9ff,Empty,13,7.910936639074281,-75.55514460945005,122.85,33.82,-1.76,58.86,-0.01,-0.0,,68.3,608.23,534.46,-0.0454,0.1833
341139VBOX,8c66034b2d9d9ff,Loaded,9,7.910936639074281,-75.55514460945005,295.96,25.96,1.69,55.13,-0.03,-0.01,,974.3,995.78,956.78,0.0544,0.0976
341139VBOX,8c66034b2d9dbff,Empty,1,7.910796824111603,-75.55504236926133,118.7,29.59,-1.97,60.02,0.01,0.03,,68.3,1165.0,1078.0,-0.07,0.0123
341139VBOX,8c66034b2da81ff,Empty,14,7.9117258482584925,-75.55391359187313,16.16,30.43,0.07,54.85,-0.05,0.0,,68.3,734.21,664.21,0.0014,0.1777
341139VBOX,8c66034b2da81ff,Loaded,17,7.9117258482584925,-75.55391359187313,180.28,23.56,0.11,52.46,0.0,0.03,,974.3,628.29,594.65,0.0047,0.1674
341139VBOX,8c66034b2da83ff,Empty,13,7.911586034479736,-75.55381135204699,356.35,22.75,-0.02,53.86,-0.01,0.02,,68.3,544.54,490.77,-0.0,0.1236
341139VBOX,8c66034b2da83ff,Loaded,14,7.911586034479736,-75.55381135204699,134.59,14.42,0.06,52.01,-0.02,0.07,,974.3,233.71,214.29,0.0079,0.0848
341139VBOX,8c66034b2da87ff,Empty,7,7.911577021119415,-75.55398557306737,13.7,33.39,0.08,54.24,-0.02,-0.01,,68.3,576.0,523.14,0.0014,0.0974
341139VBOX,8c66034b2da87ff,Loaded,7,7.911577021119415,-75.55398557306737,188.6,30.57,-0.17,52.06,0.02,-0.01,,974.3,829.29,797.71,0.0043,0.0893
341139VBOX,8c66034b2da89ff,Empty,30,7.911874675079454,-75.55384161077484,12.77,25.34,0.11,54.18,-0.02,0.0,,68.3,634.77,574.4,0.0057,0.3175
341139VBOX,8c66034b2da89ff,Loaded,20,7.911874675079454,-75.55384161077484,185.55,22.48,0.02,52.14,0.0,0.01,,974.3,535.15,509.2,0.001,0.188
341139VBOX,8c66034b2da8bff,Empty,25,7.911734861504514,-75.55373937100366,325.2,12.56,-0.08,54.37,0.03,-0.02,,68.3,268.64,246.12,0.0168,0.1322
341139VBOX,8c66034b2da91ff,Empty,2,7.911455233842101,-75.55353489134914,351.45,1.3,-0.05,61.73,0.03,0.0,,68.3,138.0,131.0,0.04,0.0012
341139VBOX,8c66034b2da91ff,Loaded,55,7.911455233842101,-75.55353489134914,239.51,2.69,-0.0,59.63,-0.0,0.01,,974.3,138.0,131.0,0.0384,0.0657
341139VBOX,8c66034b2da99ff,Empty,15,7.911604060956375,-75.55346291051166,317.97,6.87,-0.13,58.05,0.01,0.0,,68.3,183.4,174.0,0.032,0.0439
341139VBOX,8c66034b2da99ff,Loaded,20,7.911604060956375,-75.55346291051166,66.99,7.48,-0.06,53.44,0.01,0.03,,974.3,209.15,194.95,0.0145,0.0636
341139VBOX,8c66034b2da9bff,Loaded,3,7.911464247072721,-75.55336067068328,32.47,9.63,-0.48,57.06,-0.02,0.1,,974.3,138.0,131.0,0.03,0.0122
341139VBOX,8c66034b2da9dff,Empty,20,7.911595047758722,-75.55363713119509,280.44,8.73,0.04,53.16,-0.02,-0.05,,68.3,242.65,224.1,0.012,0.074
341139VBOX,8c66034b2da9dff,Loaded,43,7.911595047758722,-75.55363713119509,100.16,4.67,-0.0,52.88,-0.0,0.02,,974.3,221.33,196.33,0.0016,0.0868
341139VBOX,8c66034b2dab1ff,Empty,17,7.911288379475826,-75.55395531442147,12.16,29.3,-0.26,54.77,0.03,-0.01,,68.3,567.94,511.71,-0.0018,0.2078
341139VBOX,8c66034b2dab1ff,Loaded,8,7.911288379475826,-75.55395531442147,189.02,31.61,0.11,53.02,0.0,0.0,,974.3,871.25,832.75,0.0075,0.1055
341139VBOX,8c66034b2dab7ff,Empty,24,7.911139551496696,-75.5540272957526,10.97,29.99,-0.37,54.38,0.05,0.03,,68.3,571.54,511.5,-0.0025,0.3003
341139VBOX,8c66034b2dab7ff,Loaded,9,7.911139551496696,-75.5540272957526,192.51,30.6,0.34,53.72,-0.02,-0.05,,974.3,792.67,757.11,0.0078,0.1149
341139VBOX,8c66034b2dab9ff,Empty,15,7.91143720713684,-75.55388333318628,16.06,25.7,-0.06,54.45,0.0,-0.0,,68.3,631.4,576.87,-0.002,0.161
341139VBOX,8c66034b2dab9ff,Loaded,6,7.91143720713684,-75.55388333318628,189.57,31.24,-0.1,52.9,0.02,0.01,,974.3,982.67,940.17,0.005,0.0782
341139VBOX,8c66034b2dabdff,Empty,1,7.911428193662212,-75.55405755435751,10.8,36.36,-0.43,55.84,0.01,-0.05,,68.3,164.0,152.0,0.0,0.0152
341139VBOX,8c66034b2dac1ff,Loaded,18,7.912163314782567,-75.55387186945127,200.26,20.95,-0.28,52.49,0.02,0.08,,974.3,602.5,570.06,-0.0028,0.1577
341139VBOX,8c66034b2dac3ff,Empty,33,7.912023501582297,-75.55376962977246,16.1,24.33,-0.04,54.19,-0.01,-0.05,,68.3,584.18,529.09,0.0045,0.3354
341139VBOX,8c66034b2dac3ff,Loaded,12,7.912023501582297,-75.55376962977246,189.66,21.21,-0.06,51.97,0.02,0.03,,974.3,562.58,534.58,-0.0075,0.1064
341139VBOX,8c66034b2dac7ff,Loaded,4,7.912014488483556,-75.55394385050859,187.65,23.8,0.05,53.2,0.02,0.03,,974.3,362.0,338.75,0.005,0.0398
341139VBOX,8c66034b2dac9ff,Loaded,15,7.912312140763472,-75.55379988848986,223.11,19.91,-0.14,52.92,-0.01,0.11,,974.3,528.93,497.0,-0.0053,0.125
341139VBOX,8c66034b2dacbff,Empty,33,7.912172327767007,-75.55369764886602,40.12,23.8,-0.12,53.72,0.0,-0.14,,68.3,634.48,575.82,-0.0024,0.3282
341139VBOX,8c66034b2dacbff,Loaded,2,7.912172327767007,-75.55369764886602,215.95,17.61,-0.22,50.76,0.0,0.07,,974.3,728.0,707.0,-0.005,0.0148
341139VBOX,8c66034b2dad1ff,Loaded,16,7.9118927012615305,-75.55349316950615,89.71,7.66,-0.12,46.23,0.01,-0.02,,974.3,326.25,305.0,-0.005,0.0521
341139VBOX,8c66034b2dad3ff,Empty,7,7.911752887752531,-75.55339092977013,235.96,14.53,0.01,48.0,0.02,0.04,,68.3,298.57,275.71,0.0,0.0427
341139VBOX,8c66034b2dad3ff,Loaded,11,7.911752887752531,-75.55339092977013,61.32,9.99,-0.08,44.09,-0.01,0.06,,974.3,365.0,346.0,-0.01,0.0465
341139VBOX,8c66034b2dad5ff,Empty,1,7.911883688211168,-75.55366739005626,15.9,17.69,-0.04,43.74,0.0,-0.02,,68.3,365.0,346.0,0.0,0.0074
341139VBOX,8c66034b2dad7ff,Empty,5,7.911743874669178,-75.55356515030266,220.28,14.29,0.11,52.58,-0.01,0.02,,68.3,241.0,214.8,0.0,0.03
341139VBOX,8c66034b2dad7ff,Loaded,4,7.911743874669178,-75.55356515030266,352.31,14.08,0.3,53.52,0.03,-0.02,,974.3,210.0,182.0,0.01,0.0237
341139VBOX,8c66034b2dadbff,Empty,11,7.911901714230561,-75.55331894912452,250.58,7.79,-0.2,52.29,0.04,0.01,,68.3,238.18,211.82,0.0036,0.0364
341139VBOX,8c66034b2dadbff,Loaded,65,7.911901714230561,-75.55331894912452,205.77,2.91,0.01,52.98,-0.0,-0.01,,974.3,231.46,204.71,0.0075,0.0837
341139VBOX,8c66034b64003ff,Empty,12,7.923771215523255,-75.55386267113802,209.66,10.46,-0.07,91.27,-0.01,0.0,,68.3,815.0,773.0,-0.02,0.053
341139VBOX,8c66034b6400bff,Empty,122,7.923920019822277,-75.55379069287146,7.35,1.29,-0.02,92.42,0.0,0.0,,68.3,815.0,773.0,0.0275,0.0753
341139VBOX,8c66034b6401dff,Empty,1,7.923780222047603,-75.55368845706494,29.3,27.02,1.68,90.83,-0.05,0.0,,68.3,815.0,773.0,0.03,0.0113
341139VBOX,8c66034b64031ff,Empty,11,7.923473605970499,-75.55400662795887,212.09,11.08,-0.06,91.09,-0.0,-0.01,,68.3,815.0,773.0,-0.0173,0.0514
341139VBOX,8c66034b64037ff,Empty,12,7.923324800716787,-75.55407860651317,207.19,10.34,-0.12,89.93,0.0,-0.0,,68.3,815.0,773.0,-0.0183,0.0524
341139VBOX,8c66034b64039ff,Empty,384,7.923622410905995,-75.55393464950048,179.2,0.33,0.0,92.85,0.0,0.0,,68.3,815.0,773.0,-0.0297,0.0836
341139VBOX,8c66034b64055ff,Empty,25,7.924068823803061,-75.55371871470085,270.61,4.41,0.13,91.56,-0.01,0.02,,68.3,815.0,773.0,0.03,0.0478
341139VBOX,8c66034b64057ff,Empty,1,7.9239290262322895,-75.5536164789493,22.4,18.03,1.84,92.47,-0.11,0.04,,68.3,815.0,773.0,0.03,0.0076
341139VBOX,8c66034b640c5ff,Empty,6,7.923360827697645,-75.553381749421,141.46,22.59,0.03,82.18,-0.02,0.01,,68.3,288.0,259.0,0.0067,0.0567
341139VBOX,8c66034b640c9ff,Empty,4,7.923518638921329,-75.55313555776922,321.62,22.59,-0.07,81.59,-0.03,0.0,,68.3,288.0,259.0,0.01,0.0378
341139VBOX,8c66034b640cdff,Empty,5,7.923509632494022,-75.55330977147024,240.27,21.73,0.26,81.89,-0.03,0.0,,68.3,288.0,259.0,0.014,0.0454
341139VBOX,8c66034b640e1ff,Empty,11,7.923203015845617,-75.55362794163896,230.01,12.14,0.0,83.52,-0.02,-0.0,,68.3,288.0,259.0,0.0273,0.0563
341139VBOX,8c66034b640e5ff,Empty,9,7.923194009026776,-75.55380215597867,237.7,4.8,0.14,84.57,-0.01,-0.0,,68.3,288.0,259.0,0.04,0.0187
341139VBOX,8c66034b640e7ff,Empty,3,7.923054210298435,-75.55369991993247,51.43,28.17,-1.47,82.66,0.04,0.01,,68.3,288.0,259.0,-0.03,0.0353
341139VBOX,8c66034b640e9ff,Empty,4,7.923351821074566,-75.55355596344138,230.92,14.26,0.27,83.16,-0.03,0.0,,68.3,288.0,259.0,0.035,0.024
341139VBOX,8c66034b640ebff,Empty,1,7.923212022583032,-75.55345372746771,52.8,29.75,-0.66,81.76,-0.01,0.01,,68.3,288.0,259.0,-0.03,0.0124
341139VBOX,8c66034b64181ff,Empty,209,7.922869375754473,-75.55446875789845,109.3,0.56,-0.07,88.85,0.0,-0.0,,68.3,172.71,160.04,-0.0006,0.0658
341139VBOX,8c66034b64183ff,Empty,419,7.922729576519624,-75.55436652168964,249.92,0.73,-0.01,87.33,0.0,-0.0,,68.3,728.95,651.76,0.0065,0.1616
341139VBOX,8c66034b64183ff,Loaded,15,7.922729576519624,-75.55436652168964,114.19,4.06,0.07,87.42,0.04,-0.0,,974.3,890.07,842.6,-0.0087,0.0265
341139VBOX,8c66034b64187ff,Empty,3,7.922720569113515,-75.55454073698733,315.64,12.46,-0.19,80.38,-0.02,-0.11,,68.3,424.0,392.0,-0.01,0.0157
341139VBOX,8c66034b64189ff,Empty,346,7.923018182077211,-75.55439677890548,72.25,0.12,0.02,83.77,0.0,0.0,,68.3,421.75,389.92,0.0494,0.0456
341139VBOX,8c66034b6418bff,Empty,243,7.9228783830462435,-75.55429454275165,117.43,1.65,0.0,82.64,-0.0,-0.01,,68.3,322.05,289.79,-0.0562,0.1857
341139VBOX,8c66034b6418bff,Loaded,16,7.9228783830462435,-75.55429454275165,139.41,8.24,-0.04,85.16,0.08,-0.03,,974.3,1031.12,982.31,-0.0062,0.056
341139VBOX,8c66034b64191ff,Empty,6,7.922598784471363,-75.55409007033178,262.33,17.04,0.03,86.5,-0.02,-0.08,,68.3,288.0,259.0,-0.0167,0.0429
341139VBOX,8c66034b64191ff,Loaded,3,7.922598784471363,-75.55409007033178,167.23,20.45,-0.38,79.96,0.03,-0.01,,974.3,1508.0,1448.0,-0.0067,0.0257
341139VBOX,8c66034b64195ff,Empty,48,7.9225897771137745,-75.55426428544345,319.63,6.76,0.07,83.72,-0.0,0.01,,68.3,446.67,392.81,-0.0275,0.1384
341139VBOX,8c66034b64195ff,Loaded,10,7.9225897771137745,-75.55426428544345,166.55,16.82,-0.34,86.25,0.02,-0.01,,974.3,998.7,954.6,0.027,0.0705
341139VBOX,8c66034b64197ff,Empty,21,7.92244997753695,-75.55416204915987,340.57,16.84,-0.36,82.3,-0.05,-0.0,,68.3,462.62,419.9,-0.0086,0.1483
341139VBOX,8c66034b64197ff,Loaded,17,7.92244997753695,-75.55416204915987,164.18,20.01,0.03,85.31,0.03,0.01,,974.3,1116.35,1070.65,0.0359,0.1423
341139VBOX,8c66034b64199ff,Empty,4,7.922747591087555,-75.55401809159962,188.02,12.14,-0.16,87.65,0.01,0.02,,68.3,288.0,259.0,0.04,0.0204
341139VBOX,8c66034b6419dff,Empty,25,7.922738583844297,-75.55419230656041,302.61,10.37,0.0,86.17,-0.01,-0.02,,68.3,667.44,629.08,-0.032,0.1095
341139VBOX,8c66034b6419dff,Loaded,20,7.922738583844297,-75.55419230656041,153.49,15.03,-0.37,85.18,0.03,-0.04,,974.3,1165.4,1119.2,0.002,0.1262
341139VBOX,8c66034b641d3ff,Empty,6,7.922896397385527,-75.55394611296336,218.52,15.53,-0.0,86.38,-0.0,0.01,,68.3,288.0,259.0,0.0167,0.0391
341139VBOX,8c66034b641d5ff,Empty,9,7.923027189254656,-75.55422256390956,176.65,14.42,-0.23,86.34,0.03,-0.02,,68.3,771.56,730.67,-0.0122,0.0545
341139VBOX,8c66034b641d7ff,Empty,27,7.922887390256604,-75.55412032777329,193.96,8.65,-0.05,84.85,-0.0,-0.03,,68.3,357.26,326.63,-0.0233,0.099
341139VBOX,8c66034b641dbff,Empty,103,7.92304520336527,-75.55387413442305,289.95,1.11,0.01,86.36,0.0,0.0,,68.3,288.0,259.0,0.0386,0.0559
341139VBOX,8c66034b641ddff,Empty,234,7.923175995144834,-75.5541505851634,322.74,0.66,0.01,88.86,0.0,-0.0,,68.3,815.0,773.0,-0.0291,0.0836
341139VBOX,8c66034b64281ff,Empty,8,7.923974057060902,-75.55274541186523,43.13,16.42,-0.08,80.94,0.03,0.01,,68.3,288.0,259.0,-0.0175,0.0551
341139VBOX,8c66034b64285ff,Empty,46,7.923965051058043,-75.55291962494513,53.75,0.0,0.0,85.21,0.0,0.0,,68.3,288.0,259.0,-0.01,0.0038
341139VBOX,8c66034b64287ff,Empty,131,7.923825253447917,-75.55281738922645,51.93,0.66,0.02,84.42,-0.0,0.0,,68.3,288.0,259.0,-0.0094,0.0468
341139VBOX,8c66034b6428bff,Empty,6,7.923983062982338,-75.5525711989538,343.8,21.23,-0.35,80.63,0.01,-0.02,,68.3,288.0,259.0,-0.02,0.0533
341139VBOX,8c66034b642a3ff,Empty,7,7.9236674432851375,-75.55306358006527,15.53,21.58,-0.01,81.72,-0.01,0.01,,68.3,288.0,259.0,0.0071,0.0632
341139VBOX,8c66034b642abff,Empty,6,7.923816247330713,-75.55299160245724,312.38,19.53,0.02,81.74,-0.01,0.0,,68.3,288.0,259.0,0.01,0.0491
341139VBOX,8c66034b642d1ff,Empty,3,7.924140871888395,-75.55232500924734,81.4,17.7,-1.11,78.73,0.01,0.0,,68.3,288.0,259.0,-0.04,0.0223
341139VBOX,8c66034b642d3ff,Empty,3,7.924001074580898,-75.55222277363636,262.4,22.8,-0.45,80.57,0.01,0.02,,68.3,288.0,259.0,0.0,0.0286
341139VBOX,8c66034b642d5ff,Empty,2,7.924131866162744,-75.55249922183941,80.2,18.96,-0.89,80.06,-0.03,-0.01,,68.3,288.0,259.0,-0.04,0.0159
341139VBOX,8c66034b642d7ff,Empty,5,7.923992068822334,-75.55239698621084,257.8,20.74,-0.71,80.05,-0.01,0.01,,68.3,288.0,259.0,-0.016,0.0434
341139VBOX,8c66034b642dbff,Empty,4,7.924149877532625,-75.55215079682374,85.35,18.26,-1.7,77.37,0.01,-0.01,,68.3,288.0,259.0,-0.04,0.0306
341139VBOX,8c66034b64c11ff,Empty,6,7.920578518859622,-75.55387826680223,37.6,25.69,0.66,84.7,-0.09,0.0,,68.3,455.33,395.33,0.0233,0.0644
341139VBOX,8c66034b64c15ff,Empty,9,7.920569510471326,-75.55405248284718,38.27,27.78,0.53,86.0,-0.05,0.0,,68.3,460.22,413.67,0.0133,0.1044
341139VBOX,8c66034b64c15ff,Loaded,13,7.920569510471326,-75.55405248284718,214.89,25.54,-1.08,85.59,0.02,0.0,,974.3,1136.0,1089.38,-0.0238,0.1387
341139VBOX,8c66034b64c17ff,Empty,1,7.920429708270526,-75.55395024591708,36.3,30.65,0.47,85.56,-0.03,0.0,,68.3,288.0,259.0,0.03,0.0128
341139VBOX,8c66034b64c19ff,Empty,61,7.9207273291305125,-75.55380628778332,54.17,4.01,0.1,87.16,-0.02,0.0,,68.3,427.92,389.7,0.0107,0.1062
